	NG-16677_M53_iso_preg_placenta_lib271061_6029_8_1_counts	NG-16677_M55_aly6g_preg_placenta_lib271064_6029_8_1_counts	NG-16677_M56_aly6g_preg_placenta_lib280131_6085_1_1_counts	NG-16677_M62_iso_preg_placenta_lib271062_6029_4_1_counts	NG-16677_M63_aly6g_preg_placenta_lib280132_6085_1_1_counts	NG-16677_M65_iso_preg_placenta_lib280130_6085_1_1_counts
ENSMUSG00000010307.7	589	455	802	538	724	723
ENSMUSG00000010311.15	10	11	28	12	15	12
ENSMUSG00000010342.16	59	43	63	42	60	61.001
ENSMUSG00000010358.13	655	757	1084	650	939	836.001
ENSMUSG00000010362.9	332.999	323	415.001	595.999	332	945
ENSMUSG00000010376.15	1309	1940	2210	1625.999	1875	2215.001
ENSMUSG00000010392.8	825	638	1034	850	1206	1377
ENSMUSG00000010406.12	320	524	773.001	573	570	647
ENSMUSG00000010435.7	0	0	0	0	0	3
ENSMUSG00000010453.12	1056	746	1317.001	927	1580	1532
ENSMUSG00000010461.15	16	9	42.822	5	14	9
ENSMUSG00000010476.14	16	10	19	13	16	43.011
ENSMUSG00000010505.16	2	0	0	0	0	0
ENSMUSG00000010517.7	1259	1652	2121.001	1654.999	2142	2017
ENSMUSG00000010529.6	10	8	9	18	6	13
ENSMUSG00000010538.14	18	12.945	15	8	20.85	18.853
ENSMUSG00000010554.14	566.009	629.896	734.648	592.025	898.861	851.906
ENSMUSG00000010592.9	6	8	15	7	19	10
ENSMUSG00000010601.14	107.546	70.436	26.297	166.785	18.312	383.245
ENSMUSG00000010607.8	210	274	349	280	230	368
ENSMUSG00000010608.15	2108.464	2030.132	2848.935	1934.485	3178.254	3166.086
ENSMUSG00000010609.15	367	270	365	404.999	399	683
ENSMUSG00000010651.4	137.949	180.84	174.862	154.476	172.878	234.987
ENSMUSG00000010660.3	614.999	789	1058.001	753	1029	850
ENSMUSG00000010663.5	1291	1138	1722	1313	2188.001	1809
ENSMUSG00000010721.15	498	330.001	584	406.999	579.001	577.999
ENSMUSG00000010751.15	99.44	53.068	142.293	67.213	188.039	154.117
ENSMUSG00000010755.17	1222	1121	1814.001	940	1619	1217
ENSMUSG00000010760.5	427	643	429	983	523	1855
ENSMUSG00000010796.11	21	7	23	15	20	2
ENSMUSG00000010797.6	21	35	31	42	46	44
ENSMUSG00000010803.13	2	0	0	11	0	14
ENSMUSG00000010825.17	0	0	0	2	0	1
ENSMUSG00000010830.8	953	963	1582	1139	1294	1243
ENSMUSG00000010841.13	0	0	0	0	0	0
ENSMUSG00000010911.12	229	355	388	331.001	342.999	365.001
ENSMUSG00000010914.10	414	500.442	566.191	525.776	608.959	661.241
ENSMUSG00000010936.11	587	518	707	575	706.999	882
ENSMUSG00000011008.13	212.999	134	116	350	30	942
ENSMUSG00000011034.6	206	60	123	98	21	640
ENSMUSG00000011096.17	1593.999	1601.999	2166.999	1850	2373.001	2633.148
ENSMUSG00000011114.18	8886.964	13595.994	14539.001	11794.995	14579.983	12739
ENSMUSG00000011118.4	3	0	4	0	4	5
ENSMUSG00000011148.14	559	670	885	502	825	724
ENSMUSG00000011154.17	0	0	0	0	0	0
ENSMUSG00000011158.8	465	454.001	812	521.001	781.999	674
ENSMUSG00000011171.11	2	3.078	8.074	7.003	3.008	6.004
ENSMUSG00000011179.8	7223.884	8633.86	10973.162	7950.787	10521.681	10098.976
ENSMUSG00000011254.16	208.001	274	318.999	306	323	398.999
ENSMUSG00000011256.16	4539.094	2002.799	6127.147	3687.556	8627.433	5983.122
ENSMUSG00000011257.19	2438.124	2033.038	3245.836	2296.191	3646.54	3109.125
ENSMUSG00000011263.16	68	95	97	49	80	78
ENSMUSG00000011267.8	24	8	12	20	21	12
ENSMUSG00000011305.11	4	5	2	7	15	10
ENSMUSG00000011306.7	737	802.89	974.243	740.958	1052.999	871.897
ENSMUSG00000011349.5	0	0	2	0	0	0
ENSMUSG00000011382.8	34.217	49.001	58.444	70.223	56.42	94.109
ENSMUSG00000011427.16	152	144	249	179	287	238
ENSMUSG00000011463.5	0	0	10	0	0.787	0
ENSMUSG00000011486.14	0	0	0	0	0	0
ENSMUSG00000011589.9	8	0	2	3	12	5
ENSMUSG00000011632.7	6	4	13	36	17	56
ENSMUSG00000011658.16	145	153.001	209.109	242	273.978	291.123
ENSMUSG00000011751.16	19.216	30.725	45.402	18.2	24	27.633
ENSMUSG00000011752.7	4908.768	6872	7691.993	6199.967	7101.775	9521
ENSMUSG00000011831.16	1223.001	690	1338.001	1075	1377.944	2321.526
ENSMUSG00000011832.15	345.001	273.001	432.999	259	532	496
ENSMUSG00000011837.4	343	318	471	388	529	523
ENSMUSG00000011877.13	1576	1271	1888	1348.999	2349.999	2380
ENSMUSG00000011884.13	838	867	1047	1092	1531	1533.999
ENSMUSG00000011958.17	1422.999	1494	2218	1716.999	2601.001	2154.984
ENSMUSG00000011960.12	752	405.169	940.266	759.061	1271.756	1176.749
ENSMUSG00000012017.4	207	127	242	377.999	293	467
ENSMUSG00000012042.9	6	0	3	3	1	3
ENSMUSG00000012076.8	569.14	623.695	762.718	653.031	980.528	795.115
ENSMUSG00000012114.17	1091	967	1320.999	951	1540.998	1438
ENSMUSG00000012117.13	983.004	1094.001	1369.007	1157.033	1336.999	1626
ENSMUSG00000012123.17	477.406	225.851	365.017	308.037	503.742	416.412
ENSMUSG00000012126.16	16	12.001	34.999	30.001	39	26
ENSMUSG00000012187.13	61	73	86	103.001	86.001	96
ENSMUSG00000012211.13	0	0	0	0	0	0
ENSMUSG00000012282.2	24	35	62	25	51	16
ENSMUSG00000012296.16	470.001	377.999	591	654	829.999	980.001
ENSMUSG00000012350.15	4	9	6	9.982	11.944	38.989
ENSMUSG00000012396.12	0.988	1.109	0	3.136	2.146	7.073
ENSMUSG00000012405.16	6964.59	10946.678	13046.283	9852.448	10405.512	11193.302
ENSMUSG00000012422.14	1598	2055	2556	2075.001	2222	2764.648
ENSMUSG00000012428.9	484	378	323	705	217	2517
ENSMUSG00000012429.9	210.058	402.458	474.158	395.504	349.222	481.658
ENSMUSG00000012443.4	214.466	178.468	206.864	347.493	364.829	523.933
ENSMUSG00000012483.4	431	751.246	825	718.002	670	693
ENSMUSG00000012519.14	46	70	100.999	71.999	91	66
ENSMUSG00000012520.10	0	0	0	0	0	0
ENSMUSG00000012535.14	1405	1406.982	1891.003	1586.005	2138.067	2507.069
ENSMUSG00000012609.19	574.001	523	741.999	618.001	945.002	794.999
ENSMUSG00000012640.16	260.001	227	368	283	417	439
ENSMUSG00000012705.16	0	7	5.002	12	8.027	9
ENSMUSG00000012777.14	0	0	0	0	0	0
ENSMUSG00000012819.15	302	137	282	180.999	428	252.999
ENSMUSG00000012848.15	6049	10858	12200.999	11739	11099.999	11060
ENSMUSG00000012889.8	0	1	0	0	0	0
ENSMUSG00000013033.16	307	135	368	218	493.001	365
ENSMUSG00000013076.17	1554.195	791.586	2066.098	1769.98	3433.131	2193.369
ENSMUSG00000013083.8	0	0	0	0	0	0
ENSMUSG00000013089.15	311	175	240	228	121	610
ENSMUSG00000013091.5	0	0	0	0	0	0
ENSMUSG00000013150.15	90.467	80.989	123.752	118.28	152.381	127.702
ENSMUSG00000013155.10	36.718	40.005	48.093	47.268	51.037	56
ENSMUSG00000013158.6	0	0	1	0	0	0
ENSMUSG00000013160.7	2543	3415	3566	3347	4018	5042
ENSMUSG00000013236.17	294.001	163.999	297	327	668	353
ENSMUSG00000013275.9	433	264	467	319	583	408
ENSMUSG00000013338.16	2	1	1	8	10	3
ENSMUSG00000013353.10	5.05	3.384	4.113	0	0.886	2.06
ENSMUSG00000013367.5	1	2.003	0	1.002	1	2
ENSMUSG00000013415.9	1610	1320	2030.001	1565.843	2786.756	2392.32
ENSMUSG00000013418.8	128	54	156	117	210	97
ENSMUSG00000013419.7	588	351.999	594	613.999	1002	1127
ENSMUSG00000013465.19	1479	1583	1869	1608.001	2068	2623
ENSMUSG00000013483.14	110	67	95	92	83	261
ENSMUSG00000013495.15	521.999	352	554	514.999	709	777.999
ENSMUSG00000013523.13	15	24	13	18	0	43
ENSMUSG00000013539.14	493.996	604.094	578.591	685.061	430.641	1060.205
ENSMUSG00000013584.5	64	198	229	167	136	228
ENSMUSG00000013593.12	3574.999	5311.999	5890	4766	5101.001	6225
ENSMUSG00000013611.14	48	31	2	2	2	10
ENSMUSG00000013622.15	1295	1588	1911	1788	1836.001	2320.999
ENSMUSG00000013629.16	388	321	521	338	651	525
ENSMUSG00000013643.13	192	74	32	173	5	700
ENSMUSG00000013646.17	726	684.001	983	718	1196.999	1025
ENSMUSG00000013653.2	0	0	0	0	0	0
ENSMUSG00000013662.6	1499	977.999	1802	1399	2203.999	2377.999
ENSMUSG00000013663.7	1269	966.62	1563.8	1235.743	1908.43	2232.315
ENSMUSG00000013668.9	0	0	0	0	0	0
ENSMUSG00000013698.12	3787	3470	5538	3688	6430.899	5034.999
ENSMUSG00000013701.13	1182.171	1760.216	2039.603	1498.39	1572.72	1887.367
ENSMUSG00000013707.3	10	20	31	18	22	13
ENSMUSG00000013736.16	638.608	845.688	1056.443	763.051	943.13	1098.771
ENSMUSG00000013766.11	3	4	6	8	9	10
ENSMUSG00000013787.15	2035.009	2130.001	2738.033	2119.144	2952.001	3442.998
ENSMUSG00000013822.7	588	924.001	1040	973	895.999	880
ENSMUSG00000013833.15	558.673	552.41	632.571	520.762	818.131	744.185
ENSMUSG00000013846.10	1783.863	1118.512	2027.751	1350.42	2001.806	3198.913
ENSMUSG00000013858.14	1754.518	1242.436	2445	1686.001	3042.216	2648
ENSMUSG00000013878.18	427.839	300.765	554.712	376.936	569.387	662.473
ENSMUSG00000013921.15	35	43.999	48	69.999	54	80
ENSMUSG00000013928.13	15	10	24	17	27	11
ENSMUSG00000013936.12	0	0	0	6	0	0
ENSMUSG00000013973.12	559.999	651	849	588	929.78	907.001
ENSMUSG00000013974.3	9	20	21	8	6	9
ENSMUSG00000013997.10	779	954	837	997.122	900.219	1465.436
ENSMUSG00000014030.15	13	4	6	10	24	20
ENSMUSG00000014039.18	175.001	124	245	175.001	290	259
ENSMUSG00000014074.17	325.778	328.94	437.811	411.713	620.53	558.681
ENSMUSG00000014075.15	105	136	182.001	146	155.999	173
ENSMUSG00000014077.13	3109.064	2584.388	4558.565	3373.104	5504.547	4656.046
ENSMUSG00000014104.12	1	7	1	0	1	10
ENSMUSG00000014158.12	13	8	32	30	44	52
ENSMUSG00000014164.15	21.939	12.447	85.981	51.378	43.116	77.446
ENSMUSG00000014177.10	911	895	1430	1070	1170.001	1422
ENSMUSG00000014195.15	1450	1862	2267.999	1585.999	2133.997	2212
ENSMUSG00000014198.15	64.5	32.013	49.328	48.69	69.237	77.093
ENSMUSG00000014226.10	1151	1820.906	2239	1629.882	1759	2124.995
ENSMUSG00000014232.14	232.322	260.67	407.734	262	305.462	363
ENSMUSG00000014243.5	212	211	301	238	348	278
ENSMUSG00000014245.8	119.944	107.678	166.348	130.758	210.404	170.148
ENSMUSG00000014294.4	552	917	1163	1027	888	1107
ENSMUSG00000014301.13	100.612	103.163	142.879	152.296	140.998	139.77
ENSMUSG00000014303.13	217	146.001	193.999	319	201	593
ENSMUSG00000014313.15	1035.353	1871.035	1977.774	1541.964	1433.771	1677.369
ENSMUSG00000014329.14	275	216	244	528	342	790
ENSMUSG00000014349.7	4332	3947	6394	4574	7711	6844
ENSMUSG00000014351.12	5	9	9	5	3	10
ENSMUSG00000014353.15	1431	548	1559.999	1011	1749	2343
ENSMUSG00000014355.10	1901	1541.944	2241.849	1936.002	2944.001	2902.999
ENSMUSG00000014361.5	557	260	482	516	774	953
ENSMUSG00000014402.15	1548	2008.561	2228.999	1739	2168.02	2227
ENSMUSG00000014418.16	704.093	681.136	790.869	779.563	1001.19	1362.996
ENSMUSG00000014426.9	768.106	694.808	906.784	678.154	1257.938	1229.569
ENSMUSG00000014444.17	1304.999	561	1324.99	1144.999	2258	1880
ENSMUSG00000014453.4	2	2	6	1	4	3
ENSMUSG00000014470.4	385	388	503.001	413.001	615	537
ENSMUSG00000014496.8	536.005	391.412	547.166	590.025	725.018	810.028
ENSMUSG00000014498.9	363.022	171	264.025	306.089	410.01	638.034
ENSMUSG00000014503.15	13.086	10.218	16.188	7.895	23.384	11.008
ENSMUSG00000014504.16	884.029	1304.075	1836.765	1179.347	1523.288	1419.405
ENSMUSG00000014529.9	0	0	0	0	0	0
ENSMUSG00000014542.3	3	1	2	2	6	2
ENSMUSG00000014543.14	1	2	0	2	2	0
ENSMUSG00000014547.10	546.037	284.363	563.065	433.013	932.964	647
ENSMUSG00000014550.14	647.345	502.755	798.382	689.307	1017.243	974.634
ENSMUSG00000014551.8	249.118	394.361	461	392	359	426
ENSMUSG00000014554.13	578	788.001	946	656.999	739	877
ENSMUSG00000014592.20	134	131.999	175.999	183	200	167.001
ENSMUSG00000014599.10	457	228	463	816	518	1481
ENSMUSG00000014601.13	841	992	1135	848	1442	1359
ENSMUSG00000014602.15	8	10	14	13	17	9
ENSMUSG00000014603.3	1	1	1	2	2	3
ENSMUSG00000014606.14	1142	1430.999	1652	1423	1722.001	2077
ENSMUSG00000014609.16	1	1	0	0	0	4
ENSMUSG00000014633.15	114.554	192.485	222.289	169.242	221.246	186.39
ENSMUSG00000014668.15	1221.999	1092.001	1701.999	1200.001	1876.999	1762
ENSMUSG00000014686.8	1	5	4	4	4	1
ENSMUSG00000014704.10	2	3	2	3	7	2
ENSMUSG00000014725.16	2.398	8.046	3.629	2.095	2.054	4.053
ENSMUSG00000014747.6	0	0	0	0	0	0
ENSMUSG00000014748.13	1037.6	689.053	1362.384	976.18	1694.063	1467.973
ENSMUSG00000014763.8	525	564	690	544.001	784.003	883
ENSMUSG00000014767.17	556.29	540.063	775.33	544.385	773.704	727.43
ENSMUSG00000014769.10	2430.501	3714.637	4259.437	3428.901	3664.662	4147.337
ENSMUSG00000014771.13	349	457	563	458.001	510	544.999
ENSMUSG00000014773.13	90	24	98.001	67	88	63
ENSMUSG00000014776.7	15	19	30.376	29.078	44.25	55.186
ENSMUSG00000014778.10	748.001	735	964.166	801	1326.001	992
ENSMUSG00000014782.16	11	3	12	9	17.999	35
ENSMUSG00000014786.8	67	42	92	101	142	93
ENSMUSG00000014791.10	290	231	321	335	308	531.001
ENSMUSG00000014813.9	65	87	216	111	147	67
ENSMUSG00000014837.15	73.144	73.638	141.712	87.04	110.122	141.782
ENSMUSG00000014846.12	156.079	86	70.327	114.01	48.241	195
ENSMUSG00000014850.15	242.51	280.14	337.306	292.001	307.665	374.374
ENSMUSG00000014852.16	39.912	37.723	97.626	64.435	48.494	122.821
ENSMUSG00000014856.12	722	848.999	1222	913.999	920.999	1041
ENSMUSG00000014859.9	1016	965	1328	1050	1545	1576
ENSMUSG00000014867.9	8375.999	5845.907	11904.935	8686	12979	12431
ENSMUSG00000014873.15	182	224.092	337.063	220.999	299	321
ENSMUSG00000014905.4	2099	1611.781	3993.791	2252	3314	3615
ENSMUSG00000014907.10	142	172.892	225	204	289	324
ENSMUSG00000014932.15	926.036	862	1302	927.046	1394.985	1514.108
ENSMUSG00000014956.15	4622.18	4135.095	6048.16	5035	5981.001	7638.003
ENSMUSG00000014959.12	3011	3432	4139.001	3197	4037	4203
ENSMUSG00000014980.14	243.009	423.626	485.356	450.014	381.019	410.138
ENSMUSG00000015001.17	1	0	0	0	0	0
ENSMUSG00000015002.18	1179.135	910.489	1348.414	1016.222	1665.138	1780.26
ENSMUSG00000015013.9	555.115	763.018	908.931	733.765	733.264	880.771
ENSMUSG00000015016.8	156	165	219	180	223	283
ENSMUSG00000015023.7	755.085	841.417	1114.846	808.685	1199.249	1280.405
ENSMUSG00000015027.11	2566.999	1022	2726	1680	3322	2981
ENSMUSG00000015053.14	2583	2488.001	3067	2809.001	5483	3343.001
ENSMUSG00000015083.11	83	91.001	48	175	8	303
ENSMUSG00000015085.8	743.56	348.004	410.98	517.922	152	2438.96
ENSMUSG00000015087.14	993.04	958	1499.185	992.062	1434.221	1571.055
ENSMUSG00000015090.13	18	6	17	7	22	29
ENSMUSG00000015092.9	2244	3446	4158	2629.001	3266	3715
ENSMUSG00000015093.15	24	14	12	16	19	20
ENSMUSG00000015094.16	422.441	339.997	645.02	514.079	790.001	1116.041
ENSMUSG00000015095.12	288	277	396	406	445.001	651
ENSMUSG00000015112.15	484	483	535	728	577	1289.769
ENSMUSG00000015120.15	1647.795	2168.414	2599.508	2051.373	2813.748	2677.404
ENSMUSG00000015126.9	514.23	708.592	932.131	662.284	848.716	697.241
ENSMUSG00000015127.14	323.374	227	329.765	284.827	520.325	489
ENSMUSG00000015133.17	182.058	134	271.139	240.026	443	305.001
ENSMUSG00000015134.15	5456.393	6033.869	13225.852	4121.179	7472.935	3724.069
ENSMUSG00000015143.15	4577.417	5159.966	7449.78	4532.433	7672.006	6375.893
ENSMUSG00000015149.14	956	989	1336	982.999	1378	1425.001
ENSMUSG00000015165.16	2917.948	3375.369	4284.713	3643.547	4803.351	4828.083
ENSMUSG00000015176.11	839	1112	1300	1026	1391	1253
ENSMUSG00000015189.12	773	448	814	767	1005	1289
ENSMUSG00000015202.13	166	164	242	210	325	500
ENSMUSG00000015214.14	332	307	454	327	500.001	575
ENSMUSG00000015217.11	298.986	295	296	560.001	272	827.866
ENSMUSG00000015222.17	19	14	11	15	9	14
ENSMUSG00000015224.10	0	3	2	2	7	4
ENSMUSG00000015242.14	0	0	0	0	0	0
ENSMUSG00000015243.4	1463	373	1078	1042	1520	2378
ENSMUSG00000015247.10	644	682	932	750	823	1006
ENSMUSG00000015289.4	196.445	303.2	349.441	322.601	348.713	360.572
ENSMUSG00000015290.15	829	996	1384	1186.001	1441	1470.001
ENSMUSG00000015291.10	1301.964	1464.017	2089.999	1542.036	2421.397	2197.011
ENSMUSG00000015305.6	1747.45	939.532	1646.168	1151.258	2363.469	2150.317
ENSMUSG00000015312.9	1507	1636	2021	1372	1981.999	2003
ENSMUSG00000015314.10	1	1	3	1	3	2
ENSMUSG00000015316.11	7	3.11	6	2	9	4.037
ENSMUSG00000015335.16	367.999	323	485.999	486.001	647	657
ENSMUSG00000015337.5	128	162	226	160	147.341	223
ENSMUSG00000015340.10	73	76	216	63	164	111
ENSMUSG00000015341.17	1762.544	1691.209	3015.142	2089.837	2771.042	2651.288
ENSMUSG00000015342.6	103	81	113.903	59	94.706	183.494
ENSMUSG00000015354.8	4	11	5	36	35	28
ENSMUSG00000015355.13	17	32	34	32	47	23
ENSMUSG00000015357.10	1266.001	1420.001	1755	1471	1706.999	2332.001
ENSMUSG00000015363.13	1068.001	1331.006	1969	1308	2017.999	1642.997
ENSMUSG00000015365.15	5	3	8	1	12	3
ENSMUSG00000015377.10	111.999	68	184.067	86	168	133
ENSMUSG00000015396.4	1449	850	1881	1155	1860	1359
ENSMUSG00000015401.12	18	7	14	8	0	67
ENSMUSG00000015405.15	423	218	390	187	84	926
ENSMUSG00000015437.5	242	625	740	1066.001	1480.001	646.001
ENSMUSG00000015441.4	3349.833	10133.897	6983.905	12799.841	14849.553	8448.756
ENSMUSG00000015443.9	26.72	72.772	33.208	80.114	76.844	50.726
ENSMUSG00000015452.14	22	27	30	37	43	35.999
ENSMUSG00000015461.15	934	815	1353	1027	1571	1438
ENSMUSG00000015467.14	3	5	4	6	5.738	5
ENSMUSG00000015468.14	166	47	125.999	81	202	114.001
ENSMUSG00000015474.16	420	322.999	523.001	467	469.214	925
ENSMUSG00000015476.6	2	3	4	2	6	3
ENSMUSG00000015478.13	549	774	898.328	652	736.994	912
ENSMUSG00000015484.3	20	6	24	11	12	17
ENSMUSG00000015488.14	995	732.999	1764.999	1219.605	1377	1456
ENSMUSG00000015501.10	432.954	133.565	428.664	295.556	604.833	482.745
ENSMUSG00000015519.12	0	0	0	0	0	0
ENSMUSG00000015522.18	1235	1099.399	1640.002	1138	1661	1896.998
ENSMUSG00000015533.9	494	139	684	380	1114	600
ENSMUSG00000015536.14	878.061	1066.097	1359.716	1009.957	1136.143	1321.053
ENSMUSG00000015542.17	777.585	994.427	1192	697	881	931.956
ENSMUSG00000015568.16	359.76	266.783	440.987	437.403	452.501	798.798
ENSMUSG00000015575.15	2000.03	2821.29	3109.993	2629.545	2910.392	3697.003
ENSMUSG00000015579.5	0	0	1	1	1	1
ENSMUSG00000015597.17	326.292	220.539	336.752	284.393	488.023	550.474
ENSMUSG00000015599.9	63.233	38.181	26.809	79.725	140.955	56.914
ENSMUSG00000015605.6	658	517	1262	718	1660.001	1020
ENSMUSG00000015619.10	1049.001	874.01	1552	1022.007	1803.011	1364
ENSMUSG00000015627.5	0	6.009	11	9	4.448	8
ENSMUSG00000015647.9	5311.999	2126.001	6127.001	4370	9980	7093.999
ENSMUSG00000015652.9	24	28	28	29	25	40
ENSMUSG00000015653.13	191.215	133.026	196.06	303.025	239.107	615.111
ENSMUSG00000015656.17	24735.296	32816.391	40754.493	31105.702	36044.43	41760.791
ENSMUSG00000015659.12	68.039	50	57	91	136.001	127.102
ENSMUSG00000015665.8	8	8	27	12	15	19
ENSMUSG00000015668.13	619	931	1156	912.001	1020	1107
ENSMUSG00000015671.11	2210.514	3812.588	3771.453	3219.175	3200.122	3943.172
ENSMUSG00000015672.4	317.003	431.001	481.009	397.017	440.001	472.013
ENSMUSG00000015697.14	699.259	505.464	835.145	651.139	872.159	1021.638
ENSMUSG00000015702.13	140	121	192	208.866	279.745	234
ENSMUSG00000015709.9	244.001	113	223	242	518.003	436.999
ENSMUSG00000015711.8	1170	869.971	1382	1304	1676	2398
ENSMUSG00000015714.11	2997.001	2261	3608	3262	4078	5273.001
ENSMUSG00000015721.18	1.066	7.623	6.485	3.192	1.055	2.119
ENSMUSG00000015733.13	2568.094	3000.897	3898.199	2945.226	3644.788	4593.322
ENSMUSG00000015745.9	1018.001	1338	2048	1324	2107	1641
ENSMUSG00000015747.5	305	432	473	333	469	540
ENSMUSG00000015748.13	644.984	680.999	814	577.999	840	888
ENSMUSG00000015749.12	661.999	658	1000.999	764	1169	1182
ENSMUSG00000015750.15	2045.925	1537.537	2594.659	2040.689	3083.507	3079.702
ENSMUSG00000015755.16	2479.001	1657.999	2855	2295	3845	3304
ENSMUSG00000015757.10	689.624	608	940	670	1017	973
ENSMUSG00000015759.11	1526	2091	2345	2303	2213	2713
ENSMUSG00000015766.14	1428	1179	1511.001	1482	1926	2877
ENSMUSG00000015776.12	955	602	1238	1014	1633.001	1413.001
ENSMUSG00000015787.15	14	7	14	8	4	10
ENSMUSG00000015790.16	748	924	1066	905.999	1084.938	1336
ENSMUSG00000015804.14	692	1027	1268	1066	1104.999	1263.999
ENSMUSG00000015806.12	758	1094	1048	1159	923.999	1433.999
ENSMUSG00000015812.8	3	1	3	2	1	2
ENSMUSG00000015829.13	1	5.995	3.009	11.092	10.176	8.031
ENSMUSG00000015837.15	12361.999	14893.001	18216	12850.999	18893.999	15912
ENSMUSG00000015839.6	1089	952	1568	1257	1657	1879
ENSMUSG00000015843.10	1	0	0	1	1	0
ENSMUSG00000015846.15	3081	2142	3463	2442	4726	4420
ENSMUSG00000015850.11	66	43	67	44.783	75.004	132
ENSMUSG00000015852.13	30	67	31	40	34	62
ENSMUSG00000015854.7	6	8	6	2	8	4
ENSMUSG00000015869.16	613	767	826	914	1088.999	1114.999
ENSMUSG00000015879.8	0	0	0	5	6	4
ENSMUSG00000015880.13	88	141	120	248	290.001	201.999
ENSMUSG00000015882.18	89.132	85.999	105.015	118.547	156.001	259.002
ENSMUSG00000015889.8	1240.001	1417	1725	1432.001	1935	2126
ENSMUSG00000015890.2	12	19	10	23	2	48
ENSMUSG00000015932.8	8418	10060.999	13315	10022	13504	14397
ENSMUSG00000015937.15	901	992.001	1216	970	1233.001	1339.999
ENSMUSG00000015942.9	137.508	94.175	175.719	126.98	152	207.145
ENSMUSG00000015943.11	126	174	304	181	222	245
ENSMUSG00000015944.9	577	227.005	355	389.654	312	1431.992
ENSMUSG00000015947.10	32	48	92	39	50	43
ENSMUSG00000015950.13	38.018	62.024	75	55	64.045	81.89
ENSMUSG00000015957.12	44	24	67.001	45	75	56
ENSMUSG00000015961.8	1439	1678	2179	1576	2129	2041.01
ENSMUSG00000015962.5	0	0	0	0	0	2
ENSMUSG00000015966.17	308	140.999	286	238.999	468	271
ENSMUSG00000015968.18	56	10	84.999	67	97.012	67.035
ENSMUSG00000015970.19	1828	1112	1878	1216	2352	2794.964
ENSMUSG00000015971.5	403.25	476	599.05	449.004	615.013	675.086
ENSMUSG00000015980.14	108.999	74	148	88	142	161
ENSMUSG00000015981.12	34	21	16	54	58	55
ENSMUSG00000015994.10	1581.001	2048.001	2312.001	2287	2376.001	2478.001
ENSMUSG00000016018.4	910	947.159	1231.333	1022.367	1345.999	1341.001
ENSMUSG00000016024.9	1536.721	1429.698	3124.32	3012.287	5756.079	3685.05
ENSMUSG00000016028.10	84	34	49	45	127	240
ENSMUSG00000016087.13	87	96.995	103.074	96.02	174.212	129.127
ENSMUSG00000016128.14	278	141	302	157	358	297
ENSMUSG00000016150.15	2.975	3	1	1	2	2
ENSMUSG00000016179.11	3	2	6	4	5	11
ENSMUSG00000016181.9	185.999	243	278	218	325	294
ENSMUSG00000016194.14	1228.999	1191	1385.002	1721.999	2286	1893
ENSMUSG00000016200.14	128	56	129	100	108	277
ENSMUSG00000016206.6	104.567	113.786	224	142.778	206.424	159.409
ENSMUSG00000016239.11	311	244	372	336	669	458
ENSMUSG00000016252.7	1073	2616	2649	2619	1872	2266
ENSMUSG00000016253.12	1030	1378.001	1555.999	1220	1792	1400.999
ENSMUSG00000016255.5	26	30	25	18	33	17
ENSMUSG00000016256.10	3022	3122	4415	4248	5255	7363
ENSMUSG00000016257.15	710	1011	1102	916	1186.001	1072
ENSMUSG00000016262.14	22	19	35	37	41	53
ENSMUSG00000016283.13	14.244	2.02	23.956	4.204	27.833	3.435
ENSMUSG00000016308.12	1146	1605.002	2082.998	1436.001	1876.999	1710
ENSMUSG00000016319.3	2122.472	2997.691	2753.193	3369.598	2733.712	4715.328
ENSMUSG00000016327.9	0	0	0	0	0	0
ENSMUSG00000016344.14	612.288	826.421	1061.074	795.766	974.721	964.14
ENSMUSG00000016346.17	23.253	15.713	42.385	20.08	20.526	22.977
ENSMUSG00000016349.10	2	2	0	1	8	2
ENSMUSG00000016356.18	56.761	27	96.915	39.282	71.863	69.593
ENSMUSG00000016382.15	959	836	1099	1197	1797	1663
ENSMUSG00000016386.15	73	76	102.999	73	62	93
ENSMUSG00000016409.4	372	309	528	385.068	552	629
ENSMUSG00000016427.7	516	805	990	921	791	887
ENSMUSG00000016458.14	360.999	313	731	510	1103	915.001
ENSMUSG00000016477.18	431.001	201	405	339	548	629
ENSMUSG00000016481.15	2080.001	1619.74	2897.834	2173.961	2804	2984.762
ENSMUSG00000016487.15	2436	2168	2873	2302.975	3489.001	3685.999
ENSMUSG00000016493.13	6	10	13	10	21.017	20
ENSMUSG00000016494.9	518.307	433.073	568.177	566.016	1113.163	666.047
ENSMUSG00000016495.12	1228.999	1271.001	756	1656	397.001	4916
